7.575757575757575751e-04,0.000000000000000000e+00
2.462121212121211929e-03,7.639320225002099729e-01
4.166666666666666609e-03,4.721359549995800542e-01
5.871212121212120855e-03,2.917960675006296967e-01
6.818181818181817851e-03,9.442719099991601084e-01
8.522727272727272096e-03,1.803398874989499134e-01
1.022727272727272721e-02,5.835921350012593933e-01
1.193181818181818232e-02,6.524758424985304117e-01
1.287878787878787845e-02,1.114561800016797832e-01
1.458333333333333356e-02,8.753882025018899782e-01
1.628787878787878868e-02,3.606797749978998269e-01
1.799242424242424379e-02,4.032522475023103681e-01
1.893939393939393992e-02,8.328157299974812133e-01
2.064393939393939503e-02,6.888370749727101838e-02
2.234848484848485015e-02,6.950483150029391766e-01
2.405303030303030179e-02,5.410196624968506285e-01
2.500000000000000139e-02,2.229123600033595665e-01
2.670454545454545303e-02,9.868443825035697614e-01
2.840909090909090814e-02,2.492235949962200436e-01
3.011363636363636326e-02,5.147084275039901513e-01
3.106060606060605939e-02,7.213595499957996537e-01
3.276515151515151797e-02,4.257247250441054121e-02
3.446969696969696961e-02,8.065044950046207362e-01
3.617424242424242126e-02,4.295634824951690689e-01
3.712121212121212432e-02,3.343685400050375733e-01
3.882575757575757597e-02,9.016994374947522317e-01
4.053030303030302761e-02,1.377674149945420368e-01
4.223484848484848619e-02,6.261646075056717109e-01
4.318181818181818232e-02,6.099033699941216469e-01
4.488636363636363397e-02,1.540286525060921008e-01
4.659090909090909255e-02,9.179606750062987430e-01
4.829545454545454419e-02,3.181073024934875093e-01
4.924242424242424032e-02,4.458247200067191329e-01
5.094696969696969890e-02,7.902432574930742248e-01
5.265151515151515055e-02,2.631123499286047718e-02
5.435606060606060913e-02,7.376207875073461651e-01
5.530303030303030526e-02,4.984471899924400873e-01
5.700757575757575690e-02,2.654848325077665550e-01
5.871212121212121549e-02,9.705831449920196974e-01
6.041666666666666713e-02,2.066511224918130551e-01
6.136363636363636326e-02,5.572809000084006925e-01
6.306818181818181490e-02,6.787870774913926653e-01
6.477272727272727348e-02,8.514494500882108241e-02
6.647727272727273207e-02,8.490769675090277246e-01
6.742424242424242820e-02,3.869910099907585277e-01
6.912878787878787290e-02,3.769410125094481145e-01
7.083333333333333148e-02,8.591269649903381378e-01
7.253787878787879007e-02,9.519494249013149556e-02
7.348484848484848619e-02,6.687370800100751467e-01
7.518939393939394478e-02,5.673308974897111057e-01
7.689393939393938948e-02,1.966011250104955366e-01
7.859848484848484806e-02,9.605331475107092842e-01
7.954545454545454419e-02,2.755348299890840735e-01
8.125000000000000278e-02,4.883971925111296741e-01
8.295454545454546136e-02,7.476707849886565782e-01
8.465909090909090606e-02,1.626123751154295860e-02
8.560606060606060219e-02,7.801932600117567063e-01
8.731060606060606077e-02,4.558747174880295461e-01
8.901515151515151936e-02,3.080573050121842016e-01
9.071969696969696406e-02,9.280106724876162616e-01
9.166666666666666019e-02,1.640786499874025139e-01
9.337121212121211877e-02,5.998533725128112337e-01
9.507575757575757736e-02,6.362146049869750186e-01
9.678030303030303594e-02,1.277174175132245182e-01
9.772727272727273207e-02,8.916494400134382659e-01
9.943181818181817677e-02,3.444185374863479865e-01
1.011363636363636354e-01,4.195134850138515503e-01
1.028409090909090939e-01,8.165544924859347020e-01
1.037878787878787901e-01,5.262246998572095436e-02
1.054924242424242486e-01,7.113095525144927933e-01
1.071969696969696934e-01,5.247584249853076699e-01
1.089015151515151519e-01,2.391735975149060778e-01
1.098484848484848481e-01,9.968943799848801746e-01
1.115530303030303066e-01,2.329623574846664269e-01
1.132575757575757514e-01,5.309696650155331099e-01
1.149621212121212099e-01,7.050983124842531424e-01
1.159090909090909061e-01,5.883371001596060523e-02
1.176136363636363646e-01,8.227657325161743529e-01
1.193181818181818232e-01,4.133022449836261103e-01
1.210227272727272679e-01,3.506297775165876374e-01
1.219696969696969641e-01,8.854381999831986150e-01
1.236742424242424226e-01,1.215061774829990782e-01
1.253787878787878673e-01,6.424258450172146695e-01
1.270833333333333259e-01,5.936421324825715828e-01
1.280303030303030221e-01,1.702898900176421648e-01
1.297348484848484806e-01,9.342219125178417016e-01
1.314393939393939392e-01,3.018460649819445507e-01
1.331439393939393978e-01,4.620859575182691970e-01
1.340909090909090939e-01,7.739820199815170554e-01
1.357954545454545525e-01,1.004999748131751858e-02
1.375000000000000111e-01,7.538820250188962291e-01
1.392045454545454419e-01,4.821859524808900233e-01
1.401515151515151381e-01,2.817460700193237244e-01
1.418560606060605966e-01,9.543219074804767388e-01
1.435606060606060552e-01,1.903898849802629911e-01
1.452651515151515138e-01,5.735421375199507565e-01
1.462121212121212099e-01,6.625258399798497067e-01
1.479166666666666685e-01,1.014061825203640410e-01
1.496212121212121271e-01,8.653382050205777887e-01
1.513257575757575857e-01,3.707297724792084637e-01
1.522727272727272818e-01,3.932022500209910731e-01
1.539772727272727404e-01,8.428657274787951792e-01
1.556818181818181712e-01,7.893370497858143153e-02
1.573863636363636298e-01,6.849983175216323161e-01
1.583333333333333259e-01,5.510696599781681471e-01
1.600378787878787845e-01,2.128623625220598115e-01
1.617424242424242431e-01,9.767943850222593483e-01
1.634469696969697017e-01,2.592735924775411149e-01
1.643939393939393978e-01,5.046584300226868436e-01
1.660984848484848564e-01,7.314095474771136196e-01
1.678030303030303150e-01,3.252247502308591720e-02
1.695075757575757458e-01,7.964544975233138757e-01
1.704545454545454419e-01,4.396134799764865875e-01
1.721590909090909005e-01,3.243185425237129493e-01
1.738636363636363591e-01,9.117494349760590922e-01
1.755681818181818177e-01,1.478174124758595553e-01
1.765151515151515138e-01,6.161146100243684032e-01
1.782196969696969724e-01,6.199533674754320600e-01
1.799242424242424310e-01,1.439786550247674768e-01
1.816287878787878896e-01,9.079106775249954353e-01
1.825757575757575857e-01,3.281572999748050279e-01
1.842803030303030165e-01,4.357747225253945089e-01
1.859848484848484751e-01,8.002932549743775326e-01
1.876893939393939337e-01,3.636123247417799575e-02
1.886363636363636298e-01,7.275707900260499628e-01
1.903409090909090884e-01,5.084971874737505004e-01
1.920454545454545470e-01,2.554348350264490364e-01
1.937500000000000056e-01,9.806331424733230051e-01
1.946969696969697017e-01,2.167011199731234683e-01
1.964015151515151603e-01,5.472309025270760685e-01
1.981060606060606188e-01,6.888370749726959730e-01
1.998106060606060497e-01,7.509494752750356383e-02
2.007575757575757458e-01,8.390269700277031006e-01
2.024621212121212044e-01,3.970410074720689408e-01
2.041666666666666630e-01,3.668910150281305960e-01
2.058712121212121215e-01,8.691769624716414455e-01
2.068181818181818177e-01,1.052449399714419087e-01
2.085227272727272763e-01,6.586870825287576281e-01
2.102272727272727348e-01,5.773808949710144134e-01
2.119318181818181934e-01,1.865511275291851234e-01
2.128787878787878896e-01,9.504831500293846602e-01
2.145833333333333204e-01,2.855848274703873813e-01
2.162878787878787790e-01,4.783471950298121556e-01
2.179924242424242375e-01,7.577207824699598859e-01
2.189393939393939337e-01,6.211240030239650878e-03
2.206439393939393923e-01,7.701432625304391877e-01
2.223484848484848508e-01,4.659247149693328538e-01
2.240530303030303094e-01,2.980073075308666830e-01
2.250000000000000056e-01,9.380606699689337802e-01
2.267045454545454641e-01,1.741286474687058217e-01
2.284090909090909227e-01,5.898033750314937151e-01
2.301136363636363535e-01,6.462646024683067481e-01
2.310606060606060497e-01,1.176674200319212105e-01
2.327651515151515083e-01,8.815994425321207473e-01
2.344696969696969668e-01,3.544685349676512942e-01
2.361742424242424254e-01,4.094634875325482426e-01
2.371212121212121215e-01,8.266044899672522206e-01
2.388257575757575801e-01,6.267246746702426208e-02
2.405303030303030387e-01,7.012595550331752747e-01
2.422348484848484973e-01,5.348084224666251885e-01
2.431818181818181934e-01,2.291236000336027701e-01
2.448863636363636243e-01,9.930556225338023069e-01
2.465909090909090828e-01,2.430123549659981563e-01
2.482954545454545414e-01,5.209196675342298022e-01
2.492424242424242375e-01,7.151483099655706610e-01
2.509469696969697239e-01,4.878371253465729751e-02
2.526515151515151270e-01,8.127157350348568343e-01
2.543560606060605855e-01,4.233522424649436289e-01
2.553030303030303094e-01,3.405797800352843296e-01
2.570075757575757680e-01,8.954881974645161336e-01
2.587121212121212266e-01,1.315561749643165967e-01
2.604166666666666852e-01,6.323758475359113618e-01
2.613636363636363535e-01,6.036921299638891014e-01
2.630681818181818121e-01,1.602398925363388571e-01
2.647727272727272707e-01,9.241719150365383939e-01
2.664772727272727293e-01,3.118960624632620693e-01
2.674242424242423977e-01,4.520359600369658892e-01
2.691287878787878562e-01,7.840320174628345740e-01
2.708333333333333148e-01,2.009999496263503715e-02
2.725378787878787734e-01,7.438320275375929214e-01
2.734848484848484973e-01,4.922359499622075418e-01
2.751893939393939559e-01,2.716960725379919950e-01
2.768939393939394145e-01,9.643719049617800465e-01
2.785984848484848730e-01,2.004398824615805097e-01
2.795454545454545414e-01,5.634921400386474488e-01
2.812500000000000000e-01,6.725758374611530144e-01
2.829545454545454586e-01,9.135618503904652243e-02
2.846590909090909172e-01,8.552882075392744810e-01
2.856060606060605855e-01,3.807797699605259822e-01
2.873106060606060441e-01,3.831522525396735546e-01
2.890151515151515027e-01,8.529157249600984869e-01
2.907196969696969613e-01,8.898370245989895011e-02
2.916666666666666852e-01,6.749483200403005867e-01
2.933712121212121438e-01,5.611196574594714548e-01
2.950757575757576023e-01,2.028123650407280820e-01
2.967803030303030054e-01,9.667443875409560405e-01
2.977272727272727293e-01,2.693235899588444227e-01
2.994318181818181879e-01,4.946084325413551142e-01
3.011363636363636465e-01,7.414595449584169273e-01
3.028409090909091050e-01,2.247247754178260948e-02
3.037878787878787734e-01,7.864045000419821463e-01
3.054924242424242320e-01,4.496634774577898952e-01
3.071969696969696906e-01,3.142685450424096416e-01
3.089015151515151492e-01,9.217994324573623999e-01
3.098484848484848730e-01,1.578674099571628631e-01
3.115530303030302761e-01,6.060646125430366737e-01
3.132575757575757347e-01,6.300033649567353677e-01
3.149621212121211933e-01,1.339286575434641691e-01
3.159090909090909172e-01,8.978606800436637059e-01
3.176136363636363757e-01,3.382072974561083356e-01
3.193181818181818343e-01,4.257247250441196229e-01
3.210227272727272929e-01,8.103432524557092620e-01
3.219696969696969613e-01,4.641122995548130348e-02
3.236742424242424199e-01,7.175207925447466550e-01
3.253787878787878785e-01,5.185471849550822299e-01
3.270833333333333370e-01,2.453848375451457287e-01
3.280303030303030054e-01,9.906831399546263128e-01
3.297348484848484640e-01,2.267511174544551977e-01
3.314393939393939226e-01,5.371809050457727608e-01
3.331439393939393812e-01,6.988870724539992807e-01
3.340909090909091050e-01,6.504495004617183440e-02
3.357954545454545636e-01,8.289769725463997929e-01
3.375000000000000222e-01,4.070910049533722486e-01
3.392045454545454808e-01,3.568410175467988665e-01
3.401515151515151492e-01,8.792269599529731749e-01
3.418560606060606077e-01,1.152949374527452164e-01
3.435606060606060663e-01,6.486370850474258987e-01
3.452651515151515249e-01,5.874308924523461428e-01
3.462121212121211933e-01,1.765011300478818157e-01
3.479166666666666519e-01,9.404331525481097742e-01
3.496212121212121104e-01,2.956348249517191107e-01
3.513257575757575690e-01,4.682971975485088478e-01
3.522727272727272929e-01,7.677707799512631937e-01
3.539772727272727515e-01,3.838757451092078554e-03
3.556818181818181546e-01,7.600932650491358800e-01
3.573863636363636131e-01,4.759747124506361615e-01
3.583333333333333370e-01,2.879573100495349536e-01
3.600378787878787956e-01,9.481106674502370879e-01
