2.748357076505616309e-02,4.931758562827002756e-01
7.823844269050346523e-02,8.760278751512380335e-01
1.238292331263833174e-01,2.552770433078356827e-01
1.828960640775369462e-01,6.474107758433407245e-01
2.226526280703252370e-01,3.057680021792993572e-02
2.976200666897264591e-01,3.942663042088892511e-01
3.301810359827305197e-01,7.749906285945158402e-01
3.894258409273816945e-01,1.610951323402198543e-01
4.465198316150599811e-01,5.588947461374977888e-01
4.704598796223939394e-01,9.392675196654424186e-01
5.259394306517595208e-01,3.110952188320937339e-01
5.753376410234395388e-01,7.111107758276735691e-01
6.308320000920043524e-01,8.414661294854966500e-02
6.964979970074479665e-01,4.458881736005509411e-01
7.337910847907317402e-01,8.275876639248663791e-01
7.885399941690589554e-01,1.876976002330107696e-01
8.434541070907410898e-01,6.061674453552209352e-01
8.791127245605159235e-01,9.873177817501456177e-01
9.128412232549265592e-01,3.610231535445390105e-01
9.683590697555077842e-01,7.583383061793459445e-01
